,files,keys,en,hi,id,ko,th,zh-Hant,Base,ja,vi,zh-Hans
12,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""teH-S3-kYL.placeholder""","""Old Password"";","""पुराना पासवर्ड"";","""password lama"";","""현재 비밀번호"";","""รหัสผ่านเก่า"";","""旧密码"";",,"""以前のパスワード"";","""Mật khẩu Cũ"";","""旧密码"";"
13,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""u5v-fM-cti.placeholder""","""Email"";","""ईमेल:"";","""Email"";","""이메일"";","""อีเมล์"";","""电子邮件"";",,"""Eメール："";","""Email"";","""电子邮件"";"
14,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""Yz3-lb-Mst.placeholder""","""Last Name"";","""अंतिम नाम"";","""Nama keluarga"";","""성"";","""นามสกุล"";","""姓"";",,"""姓"";","""Họ"";","""姓"";"
15,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""TQB-53-QqZ.placeholder""","""Old Password"";","""पुराना पासवर्ड"";","""password lama"";","""현재 비밀번호"";","""รหัสผ่านเก่า"";","""旧密码"";",,"""以前のパスワード"";","""Mật khẩu Cũ"";","""旧密码"";"
16,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""pKk-vB-JDm.normalTitle""","""CHAT SUPPORT"";","""चैट सपोर्ट"";","""Bantuan Obrolan"";","""채팅 지원"";","""บริการสนับสนุนทางแชท"";","""在线咨询"";",,"""チャットのサポート"";","""Tư vấn Trực tuyến"";","""在线咨询"";"
17,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""ZxY-gu-iY6.normalTitle""","""SAVE"";","""सुरक्षित करें"";","""MENYIMPAN"";","""저장"";","""ประหยัด"";","""保存"";",,"""セーブ"";","""LƯU"";","""保存"";"
18,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""qMf-t1-lWd.text""",,"""फ़ोन:"";","""TELEPON"";","""전화번호:"";","""โทรศัพท์:"";","""电话:"";",,,"""Điện thoại:"";","""PHONE"";"
19,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""eTk-dm-xni.placeholder""","""Email"";","""ईमेल:"";","""Email"";","""이메일"";","""อีเมล์"";","""电子邮件"";",,"""Eメール："";","""Email"";","""电子邮件"";"
20,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""ERc-v0-fNl.normalTitle""","""CHANGE PASSWORD"";","""पासवर्ड बदलें "";","""Ganti kata sandi"";","""비밀번호 변경"";","""เปลี่ยนรหัสผ่าน"";","""更改密码"";",,"""パスワードを変更する"";","""Đổi Mật khẩu"";","""更改密码"";"
21,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""LLn-NA-8PT.normalTitle""","""CHANGE LANGUAGE"";","""भाषा बदलो"";","""Ganti BAHASA"";","""언어 변경"";","""เปลี่ยนภาษา"";","""更换语言"";",,"""言語を選択"";","""Đổi Ngôn ngữ"";","""更换语言"";"
22,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""lcZ-KX-Maf.normalTitle""","""Logs"";","""लाॅग"";","""Logs"";","""로그"";","""บันทึก"";","""Logs"";",,"""ログ"";","""Nhật ký thông số"";","""上报异常"";"
23,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""rPB-1p-H0t.text""","""CHANGE PASSWORD"";","""पासवर्ड बदलें "";","""Ganti kata sandi"";","""비밀번호 변경"";","""เปลี่ยนรหัสผ่าน"";","""更改密码"";",,"""パスワード変更"";","""Đổi Mật khẩu"";","""更改密码"";"
24,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""HCu-50-Fu5.placeholder""","""Confim Password"";","""पासवर्ड की पुष्टि कीजिये"";","""konfirmasi sandi"";","""새비밀번호다시입력"";","""ยืนยันรหัสผ่าน"";","""确认密码"";",,"""パスワードを認証する"";","""Xác nhận Mật khẩu"";","""确认密码"";"
25,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""yft-fj-K35.text""","""https://flabuless.ne.jp/faq-jp/"";","""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";",,"""https://flabuless.ne.jp/faq-jp/"";","""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";"
26,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""AP4-eP-FW0.normalTitle""","""SAVE"";","""सुरक्षित करें"";","""MENYIMPAN"";","""저장"";","""ประหยัด"";","""保存"";",,"""登録"";","""LƯU"";","""保存"";"
27,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""oMi-qa-5jN.placeholder""","""New Password"";","""नया पासवर्ड"";","""kata sandi baru"";","""새 비밀번호"";","""รหัสผ่านใหม่"";","""新密码"";",,"""新しいパスワード"";","""Mật khẩu Mới"";","""新密码"";"
28,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""N1j-ii-PAo.normalTitle""","""Button"";","""Button"";","""Button"";","""Button"";","""Button"";","""Button"";",,"""Button"";","""Button"";","""Button"";"
29,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""grq-BS-oOI.placeholder""","""New Password"";","""नया पासवर्ड"";","""kata sandi baru"";","""새 비밀번호"";","""รหัสผ่านใหม่"";","""新密码"";",,"""新しいパスワード"";","""Mật khẩu Mới"";","""新密码"";"
0,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""1rd-sk-7ao.text""","""00"";","""00"";","""00"";","""00"";","""00"";","""00"";",,"""00"";","""00"";","""00"";"
1,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""QMt-24-J0d.text""","""KM"";","""किमी"";","""KM"";","""KM"";","""กม."";","""公里"";",,"""KM"";","""KM"";","""千米"";"
2,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""zrp-1y-fZP.text""","""Label"";","""लेबल"";","""Label"";","""라벨"";","""ป้ายกำกับ"";","""標籤"";",,"""ラベル"";","""Nhãn"";","""标签"";"
3,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""VhF-Pn-JUJ.text""","""Start Date & Time"";","""शुरू करने की तारीख और समय "";","""Tanggal & Waktu Mulai"";","""시작 날짜 및 시각"";","""วันที่และเวลาเริ่มต้น"";","""開始日期與時間"";",,"""開始日時"";","""Ngày & Thời gian Bắt đầu"";","""开始日期和时间"";"
4,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""48w-QS-6Vm.text""","""00"";","""00"";","""00"";","""00"";","""00"";","""00"";",,"""00"";","""00"";","""00"";"
5,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""V7L-C2-kHC.text""","""25/04/2018"";","""25/04/2018"";","""25/04/2018"";","""25/04/2018"";","""25/04/2018"";","""25/04/2018"";",,"""25/04/2018"";","""25/04/2018"";","""25/04/2018"";"
6,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""Xzx-hc-9RB.text""","""11:40"";","""11:40"";","""11:40"";","""11:40"";","""11:40"";","""11:40"";",,"""11:40"";","""11:40"";","""11:40"";"
7,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""z2B-ps-y51.text""","""am"";","""प्रातः"";","""am"";","""오전"";","""ก่อนเที่ยง"";","""上午"";",,"""午前"";","""sáng"";","""上午"";"
8,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""RDv-FJ-gNp.text""","""Distance"";","""दूरी"";","""Jarak"";","""거리"";","""ระยะทาง"";","""距離"";",,"""距離"";","""Khoảng cách"";","""距离"";"
9,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""ebD-ys-wVi.text""","""Duration"";","""अवधि"";","""Durasi"";","""기간"";","""ระยะเวลา"";","""時間長度"";",,"""期間"";","""Thời gian diễn ra"";","""持续时间"";"
10,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""cBg-Up-OwL.text""","""min"";","""न्यूनतम"";","""mnt"";","""분"";","""นาที"";","""分鐘"";",,"""分"";","""phút"";","""分钟"";"
11,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""xNe-nS-tHJ.text""","""Mts"";","""मीटर्स"";","""Mts"";","""Mts"";","""เมตร"";","""Mts"";",,"""Mts"";","""Mét"";","""分钟"";"
12,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""hxo-cU-rgX.text""","""00"";","""00"";","""00"";","""00"";","""00"";","""00"";",,"""00"";","""00"";","""00"";"
0,Flabuless/Layouts/Common UI/MapViewController.strings,"""lKs-mV-AYT.text""","""Map"";","""नक्शा"";","""Peta"";","""지도"";","""แผนที่"";","""地圖"";",,"""地図"";","""Bản đồ"";","""地图"";"
0,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Login/ResetPasswordViewController.strings,"""k4F-tV-Sjg.normalTitle""","""RESET"";","""रीसेट"";","""RESET"";","""비밀번호 초기화"";","""ตั้งรหัสผ่านใหม่"";","""重啟"";",,"""パスワードの再発行"";","""CÀI LẠI"";","""重启"";"
1,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Login/ResetPasswordViewController.strings,"""tNV-Ej-7UN.text""","""Please check your email and click the password reset link."";","""कृपया अपना ईमेल जांचें और पासवर्ड रीसेट लिंक पर क्लिक करें."";","""Harap periksa email Anda lalu klik tautan atur ulang sandi."";","""이메일을 확인 후 비밀번호 초기화 링크를 클릭하세요."";","""โปรดตรวจดูอีเมลของคุณและคลิกลิงก์สำหรับตั้งรหัสผ่านใหม่"";","""請查看您的電子郵件並點擊密碼重置連結。"";",,"""あなたの電子メールを確認し、パスワードリセットリンクをクリックしてください。"";","""Vui lòng kiểm tra email của bạn và nhấn vào đường dẫn đặt lại mật khẩu."";","""请检查您的电子邮件,然后单击密码重置链接。"";"
2,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Login/ResetPasswordViewController.strings,"""ufi-Yz-SEv.text""","""Success"";","""सफलता"";","""Berhasil"";","""성공"";","""สำเร็จ"";","""成功"";",,"""成功"";","""Thành công"";","""成功"";"
3,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Login/ResetPasswordViewController.strings,"""WxW-pY-gif.placeholder""","""Email or Username"";","""ईमेल या यूज़रनेम"";","""Email atau Nama Pengguna"";","""이메일 또는 사용자 이름"";","""อีเมลหรือชื่อผู้ใช้"";","""電子信箱或使用者名稱"";",,"""メールアドレスまたはユーザ名"";","""Email hoặc Tên người dùng"";","""电子邮箱或用户名"";"
4,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Login/ResetPasswordViewController.strings,"""tEd-M1-CL1.normalTitle""","""OK"";","""ठीक है "";","""Oke"";","""알겠습니다"";","""ตกลง"";","""好的"";",,"""OK"";","""OK"";","""确定"";"
5,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Login/ResetPasswordViewController.strings,"""Gdr-v7-VlE.text""","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";",,"""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";"
6,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Login/ResetPasswordViewController.strings,"""OhS-LX-ltG.text""","""RESET PASSWORD"";","""पासवर्ड रीसेट करें "";","""ATUR ULANG SANDI"";","""비밀번호 초기화"";","""ตั้งรหัสผ่านใหม่"";","""重置密碼"";",,"""パスワードの再発行"";","""ĐẶT LẠI MẬT KHẨU"";","""重置密码"";"
7,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Login/ResetPasswordViewController.strings,"""Dwp-z5-JEu.text""","""An email with a link to reset your password has been sent to"";","""आपके पासवर्ड को रीसेट करने के लिए एक लिंक के साथ एक ईमेल भेजा गया है"";","""Email berisi tautan atur ulang sandi telah terkirim ke"";","""비밀번호 초기화 링크가 있는 이메일 받는 이:"";","""เราได้ส่งอีเมลพร้อมลิงก์สำหรับตั้งรหัสผ่านใหม่ไปแล้วที่"";","""已發送內含密碼重置連結的信件至"";",,"""ご入力いただいた下記メールアドレス宛にパスワードの再発行のURLをお送りしますので、お手続きください。"";","""Email với đường dẫn đặt lại mật khẩu của bạn đã được gửi tới"";","""包含您的密码重置链接的电子邮件已发送至"";"
0,Flabuless/Layouts/Apps Specific/NUH/ResetPasswordViewController.strings,"""tNV-Ej-7UN.text""","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";",,"""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";"
1,Flabuless/Layouts/Apps Specific/NUH/ResetPasswordViewController.strings,"""ufi-Yz-SEv.text""","""Success"";","""Success"";","""Success"";","""Success"";","""Success"";","""Success"";",,"""Success"";","""Success"";","""Success"";"
2,Flabuless/Layouts/Apps Specific/NUH/ResetPasswordViewController.strings,"""WxW-pY-gif.placeholder""","""Email or Username"";","""Email or Username"";","""Email or Username"";","""Email or Username"";","""Email or Username"";","""Email or Username"";",,"""Email or Username"";","""Email or Username"";","""Email or Username"";"
3,Flabuless/Layouts/Apps Specific/NUH/ResetPasswordViewController.strings,"""tEd-M1-CL1.normalTitle""","""OK"";","""OK"";","""OK"";","""OK"";","""OK"";","""OK"";",,"""OK"";","""OK"";","""OK"";"
4,Flabuless/Layouts/Apps Specific/NUH/ResetPasswordViewController.strings,"""Cut-4v-8mi.text""","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";",,"""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";"
5,Flabuless/Layouts/Apps Specific/NUH/ResetPasswordViewController.strings,"""Gdr-v7-VlE.text""","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";",,"""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";"
6,Flabuless/Layouts/Apps Specific/NUH/ResetPasswordViewController.strings,"""bmI-4R-nMK.text""","""RESET PASSWORD"";","""RESET PASSWORD"";","""RESET PASSWORD"";","""RESET PASSWORD"";","""RESET PASSWORD"";","""RESET PASSWORD"";",,"""RESET PASSWORD"";","""RESET PASSWORD"";","""RESET PASSWORD"";"
0,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""2d0-Rk-GG1.normalTitle""","""Add Photo"";","""फोटो लगाएं"";","""Tambah Foto"";","""사진 바꾸기"";","""เพิ่มรูปภาพ"";","""添加頭像"";",,,"""Thêm Ảnh"";","""上传图片"";"
1,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""0GJ-sa-z1e.normalTitle""","""Save"";","""सुरक्षित करें"";","""Simpan"";","""완료"";","""บันทึก"";","""保存"";",,,"""Lưu"";","""保存"";"
2,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""Iq8-J2-yeG.text""","""department"";","""डिपार्टमेंट"";","""departemen"";","""부서"";","""แผนก"";","""部門"";",,,"""phòng ban"";","""部门"";"
3,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""khJ-V7-EVR.text""","""Activities"";","""गतिविधियां"";","""Aktifitas"";","""활동"";","""กิจกรรม"";","""活動"";",,,"""Hoạt động"";","""活动"";"
4,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""4yR-gB-FVg.text""",,"""प्रोफाइल जानकारी सार्वजनिक करें"";","""Buat profil saya menjadi publik"";","""공개 계정"";","""กำหนดโปรไฟล์ให้เป็นแบบสาธารณะ"";","""公開我的帳戶"";",,,"""Đặt hồ sơ của tôi ở chế độ công khai"";","""公开我的账户"";"
5,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""cVR-bv-f3w.text""","""1"";","""1"";","""1"";","""1"";","""1"";","""1"";",,,"""1"";","""1"";"
6,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""D6d-TU-ywG.text""",,"""\""स्वस्थ शरीर स्वस्थ दिमाग\"""";","""\""badan sehat pikiran sehat\"""";","""\""건강한 몸 건강한 마음\"""";","""\""ร่างกายแข็งแรงจิตใจ แข็งแรง\"""";","""「健康的身體,健康的心靈。」"";",,,"""\""thân khỏe trí bền\"""";","""\""健康的身心\"""";"
7,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""fcH-IH-drQ.normalTitle""","""1m"";","""1 महीना"";","""1bulan"";","""한달"";","""1 เดือน"";","""1月"";",,,"""1tháng"";","""1月"";"
8,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""lpQ-iK-V3Q.text""","""Likes"";","""पसंद"";","""Suka"";","""좋아요"";","""ชอบ"";","""個讚"";",,,"""Lượt Thích"";","""喜欢"";"
9,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""Wwc-ei-W8X.text""","""location"";","""लोकेशन"";","""lokasi"";","""위치"";","""ที่ตั้ง"";","""位置"";",,,"""địa điểm"";","""位置"";"
10,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""ZOP-LD-ffY.text""","""empId"";",,,,,,,,,
11,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""5cQ-dW-WNp.normalTitle""","""Steps >"";","""कदम >"";","""Langkah kaki >"";","""걸음 >"";","""ก้าว >"";","""步數 >"";",,,"""Bước >"";","""步数>"";"
12,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""cGW-Xg-3wo.text""","""email"";","""ईमेल"";","""e-mail"";","""이메일"";","""อีเมล"";","""電子郵件"";",,,"""email"";","""电子邮件"";"
13,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""sIF-B7-mZr.text""","""Connected With"";","""जुडा हुआ ट्रैकर"";","""Tersambung Dengan"";",""" 데이터 소스:"";","""เชื่อมต่อกับ"";","""已連接"";",,,"""Đã Kết nối Với"";","""已连接到"";"
14,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""zTG-gH-HKf.text""","""username"";","""sfksdnfknskdfn"";","""sfksdnfknskdfn"";","""sfksdnfknskdfn"";","""sfksdnfknskdfn"";","""sfksdnfknskdfn"";",,,"""sfksdnfknskdfn"";","""sfksdnfknskdfn"";"
15,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""i2b-FN-ABm.normalTitle""","""Edit"";","""संपादित करें"";","""Edit"";","""수정"";","""แก้ไข"";","""編輯"";",,,"""Chỉnh sửa"";","""编辑"";"
16,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""9ai-Cf-AYL.normalTitle""","""6m"";","""6 महीना"";","""6bulan"";","""반년"";","""6 เดือน"";","""半年"";",,,"""6tháng"";","""半年"";"
17,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""BVG-gu-SJ9.text""","""Activity History"";","""गतिविधि की हिस्ट्र्री  "";","""Riwayat Aktifitas"";","""활동 기록"";","""ประวัติกิจกรรม"";","""活動歷史"";",,,"""Lịch sử Hoạt động"";","""活动历史记录"";"
18,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""ttA-2O-ZUK.text""","""Label"";","""लेबल"";","""Label"";","""라벨"";","""Label"";","""標籤"";",,,"""Nhãn"";","""标签"";"
19,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""wIM-SH-3KK.normalTitle""","""1w"";","""1 सप्ताह"";","""1w"";","""일주"";","""1 สัปดาห์"";","""1 周"";",,,"""1tuần"";","""1 周"";"
20,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""0hr-X9-qAl.text""","""\""Fit body fit mind\"""";","""\""Fit body fit mind\"""";","""\""badan sehat pikiran sehat\"""";","""\""건강한 몸 건강한 마음\"""";","""\""ร่างกายแข็งแรงจิตใจ แข็งแรง\"""";","""「健康的身體,健康的心靈。」"";",,,"""\""thân khỏe trí bền\"""";","""\""健康的身心\"""";"
21,Flabuless/Layouts/Apps Specific/BenefitSt Fit/Profile/Profile.strings,"""YDr-JA-IbE.text""","""Maximum steps per day"";","""प्रति दिन अधिकतम स्टेप्स"";","""Langkah kaki maksimal per hari"";","""이번주최고기록"";","""จำนวนก้าวสูงสุด ต่อสัปดาห์"";","""每日步數上限"";",,,"""Số bước tối đa mỗi ngày"";","""每天最多步数"";"
0,Flabuless/Presentation Layer/LeaderBoard/BridgeStone/LeaderBoard Child/LeaderBoardChildViewController.strings,"""aCl-mT-Ryw.text""","""Top 10 Participants"";","""शीर्ष 10 प्रतिभागियों"";","""10 Peserta Teratas"";","""상위 10 개 참가자"";","""ผู้เข้าร่วมกิจกรรม 10 อันดับแรก"";","""十大最強者"";",,"""参加者ランキングTOP10"";","""Top 10 Người tham gia"";","""十大最强者"";"
1,Flabuless/Presentation Layer/LeaderBoard/BridgeStone/LeaderBoard Child/LeaderBoardChildViewController.strings,"""9rj-qp-By7.text""","""Your ranking is #<Rank>"";","""Your ranking is #<Rank>"";","""Peringkat Anda adalah # <Rank>"";","""순위는 # <순위>입니다."";","""Your ranking is #<Rank>"";","""您的排名是＃<Rank>"";",,"""Your ranking is #<Rank>"";","""Your ranking is #<Rank>"";","""您的排名是＃<Rank>"";"
0,Flabuless/Presentation Layer/Add meal/MealCarousel/Custom Cell/MealCarouselCollectionViewCell.strings,"""ziq-HL-zkU.text""","""Label"";","""लेबल"";","""Label"";","""라벨"";","""ป้ายกำกับ"";","""標籤"";",,"""ラベル"";","""Nhãn"";","""标签"";"
1,Flabuless/Presentation Layer/Add meal/MealCarousel/Custom Cell/MealCarouselCollectionViewCell.strings,"""rx5-Gu-mlS.text""","""Label"";","""लेबल "";","""Label"";","""라벨"";","""ป้ายกำกับ"";","""標籤"";",,"""ラベル"";","""Nhãn"";","""标签"";"
2,Flabuless/Presentation Layer/Add meal/MealCarousel/Custom Cell/MealCarouselCollectionViewCell.strings,"""3SF-hb-8VK.text""","""kcal"";","""किलो कैलोरी"";","""kkal"";","""킬로 칼로리"";","""กิโลแคลอรี"";","""千卡"";",,"""キロカロリー"";","""kcal"";","""千卡"";"
3,Flabuless/Presentation Layer/Add meal/MealCarousel/Custom Cell/MealCarouselCollectionViewCell.strings,"""bvp-q9-y5W.text""","""10"";","""10"";","""10"";","""10"";","""10"";","""10"";",,"""10"";","""10"";","""10"";"
4,Flabuless/Presentation Layer/Add meal/MealCarousel/Custom Cell/MealCarouselCollectionViewCell.strings,"""feO-ER-G7D.text""","""275"";","""275"";","""275"";","""275"";","""275"";","""275"";",,"""275"";","""275"";","""275"";"
5,Flabuless/Presentation Layer/Add meal/MealCarousel/Custom Cell/MealCarouselCollectionViewCell.strings,"""t7G-6j-pbk.text""","""points"";","""अंक"";","""poin"";","""포인트"";","""คะแนน"";","""分"";",,"""ポイント"";","""điểm"";","""今日总分"";"
0,Flabuless/Presentation Layer/Settings/NewConnectApps/Connect App Worker/Connect Tracker Workers/WeChat/WeChat Help/WeChatHelpViewController.strings,"""Zc4-6q-KdK.text""","""CONNECT WECHAT"";","""CONNECT WECHAT"";","""CONNECT WECHAT"";","""CONNECT WECHAT"";","""CONNECT WECHAT"";","""連接微信 "";",,"""CONNECT WECHAT"";","""CONNECT WECHAT"";","""连接微信"";"
1,Flabuless/Presentation Layer/Settings/NewConnectApps/Connect App Worker/Connect Tracker Workers/WeChat/WeChat Help/WeChatHelpViewController.strings,"""Q6n-Ld-8aX.text""","""How it works"";","""How it works"";","""How it works"";","""How it works"";","""How it works"";","""How it works"";",,"""How it works"";","""How it works"";","""How it works"";"
2,Flabuless/Presentation Layer/Settings/NewConnectApps/Connect App Worker/Connect Tracker Workers/WeChat/WeChat Help/WeChatHelpViewController.strings,"""3mY-yO-qb9.text""","""CONNECT TO"";","""CONNECT TO"";","""CONNECT TO"";","""CONNECT TO"";","""CONNECT TO"";","""連接到"";",,"""CONNECT TO"";","""CONNECT TO"";","""连接到"";"
0,Flabuless/Presentation Layer/NewEventDesign/NewCheckinViewController/CustomCells/EventDescriptionTableViewCell.strings,"""DiX-QH-gGp.text""","""Lorem ipsum dolor"";","""Lorem ipsum dolor"";","""Lorem ipsum dolor"";","""Lorem ipsum dolor"";","""Lorem ipsum dolor"";","""Lorem ipsum dolor"";",,"""Lorem ipsum dolor"";","""Lorem ipsum dolor"";","""Lorem ipsum dolor"";"
1,Flabuless/Presentation Layer/NewEventDesign/NewCheckinViewController/CustomCells/EventDescriptionTableViewCell.strings,"""tfY-gd-AQ5.text""","""DESCRIPTION"";","""विवरण"";","""DESKRIPSI"";","""기술"";","""รายละเอียด"";","""描述"";",,"""説明"";","""SỰ MIÊU TẢ"";","""描述"";"
0,Flabuless/Presentation Layer/WeightLoss/WeightLogErrorViewController.strings,"""5Yp-oy-Rep.normalTitle""","""OK"";","""ओके"";","""Oke"";","""승인"";","""ตกลง"";","""好"";",,"""OK"";","""OK"";","""好的"";"
1,Flabuless/Presentation Layer/WeightLoss/WeightLogErrorViewController.strings,"""dhi-Z9-ms1.text""","""Please get back on scale. Weighing was not completed."";","""कृपया मशीन पर वापस जाएं. वजन नापना पूरा नहीं हो पाया है."";","""Silakan kembali ke timbangan. Pengukuran berat badan belum selesai."";","""체중계로 돌아와 주세요. 체중 측정이 완료되지 않았습니다."";","""โปรดกลับไปยืนบนเครื่องชั่ง การชั่งน้ำหนักยังไม่เสร็จสมบูรณ์"";","""請回到體重計上。秤重流程尚未完成。"";",,"""Please get back on scale. Weighing was not completed."";","""Vui lòng bước lại lên cân. Việc cân chưa hoàn tất."";","""请回到体重秤上。称重尚未完成。"";"
0,Flabuless/Layouts/Common UI/Rewards.strings,"""OFn-7l-f5B.text""","""   You have 5 rewards to redeem"";","""आपके पास रिडीम करने के लिए 5 रिवॉर्डस हैं"";","""Anda memiliki 5 hadiah untuk ditebus"";","""교환할 보상이 5개 있습니다"";","""คุณมี 5 รางวัลที่แลกรับได้"";","""您可以兌換 5 個獎勵"";",,"""交換可能な特典は 5 個です。"";","""Có 5 phần thưởng bạn có thể đổi được"";","""您有 5 个可兑换的奖励"";"
